0.2500 0.1990 20.4026
0.2895 0.2021 18.8755
0.3289 0.2056 17.3398
0.3684 0.2095 15.7155
0.4079 0.2137 14.0798
0.4474 0.2181 12.4384
0.4868 0.2227 10.9260
0.5263 0.2277 9.1666
0.5658 0.2327 7.4262
0.6053 0.2378 5.6801
0.6447 0.2428 4.0489
0.6842 0.2477 2.5064
0.7237 0.2523 1.1825
0.7632 0.2567 0.0000
0.8026 0.2590 -1.1403
0.8421 0.2565 -2.4434
0.8816 0.2462 -3.7447
0.9211 0.2201 -4.9419
0.9605 0.1677 -5.8067
0.98	0.1	-8.15
0.99	0.05	-10.0

