  -5.000  -0.6833   0.00000  -0.00735   0.0056   0.0000   0.0000
  -4.900  -0.6693   0.00000  -0.00707   0.0055   0.0000   0.0000
  -4.800  -0.6553   0.00000  -0.00680   0.0055   0.0000   0.0000
  -4.700  -0.6414   0.00000  -0.00654   0.0054   0.0000   0.0000
  -4.600  -0.6275   0.00000  -0.00630   0.0053   0.0000   0.0000
  -4.500  -0.6136   0.00000  -0.00607   0.0053   0.0000   0.0000
  -4.400  -0.5997   0.00000  -0.00584   0.0052   0.0000   0.0000
  -4.300  -0.5858   0.00000  -0.00563   0.0052   0.0000   0.0000
  -4.200  -0.5720   0.00000  -0.00543   0.0051   0.0000   0.0000
  -4.100  -0.5581   0.00000  -0.00523   0.0050   0.0000   0.0000
  -4.000  -0.5443   0.00000  -0.00504   0.0049   0.0000   0.0000
  -3.900  -0.5305   0.00000  -0.00487   0.0048   0.0000   0.0000
  -3.800  -0.5167   0.00000  -0.00470   0.0048   0.0000   0.0000
  -3.700  -0.5030   0.00000  -0.00454   0.0047   0.0000   0.0000
  -3.600  -0.4892   0.00000  -0.00439   0.0046   0.0000   0.0000
  -3.500  -0.4755   0.00000  -0.00424   0.0045   0.0000   0.0000
  -3.400  -0.4617   0.00000  -0.00410   0.0044   0.0000   0.0000
  -3.300  -0.4480   0.00000  -0.00397   0.0043   0.0000   0.0000
  -3.200  -0.4343   0.00000  -0.00384   0.0042   0.0000   0.0000
  -3.100  -0.4206   0.00000  -0.00373   0.0041   0.0000   0.0000
  -3.000  -0.4069   0.00000  -0.00361   0.0040   0.0000   0.0000
  -2.900  -0.3933   0.00000  -0.00351   0.0039   0.0000   0.0000
  -2.800  -0.3796   0.00000  -0.00340   0.0037   0.0000   0.0000
  -2.700  -0.3660   0.00000  -0.00331   0.0036   0.0000   0.0000
  -2.600  -0.3523   0.00000  -0.00322   0.0035   0.0000   0.0000
  -2.500  -0.3387   0.00000  -0.00313   0.0034   0.0000   0.0000
  -2.400  -0.3251   0.00000  -0.00305   0.0033   0.0000   0.0000
  -2.300  -0.3115   0.00000  -0.00298   0.0032   0.0000   0.0000
  -2.200  -0.2979   0.00000  -0.00290   0.0030   0.0000   0.0000
  -2.100  -0.2843   0.00000  -0.00284   0.0029   0.0000   0.0000
  -2.000  -0.2707   0.00000  -0.00277   0.0028   0.0000   0.0000
  -1.900  -0.2571   0.00000  -0.00271   0.0026   0.0000   0.0000
  -1.800  -0.2435   0.00000  -0.00266   0.0025   0.0000   0.0000
  -1.700  -0.2300   0.00000  -0.00261   0.0024   0.0000   0.0000
  -1.600  -0.2164   0.00000  -0.00256   0.0022   0.0000   0.0000
  -1.500  -0.2029   0.00000  -0.00251   0.0021   0.0000   0.0000
  -1.400  -0.1893   0.00000  -0.00247   0.0020   0.0000   0.0000
  -1.300  -0.1758   0.00000  -0.00244   0.0018   0.0000   0.0000
  -1.200  -0.1622   0.00000  -0.00240   0.0017   0.0000   0.0000
  -1.100  -0.1487   0.00000  -0.00237   0.0016   0.0000   0.0000
  -1.000  -0.1352   0.00000  -0.00234   0.0014   0.0000   0.0000
  -0.900  -0.1216   0.00000  -0.00231   0.0013   0.0000   0.0000
  -0.800  -0.1081   0.00000  -0.00229   0.0011   0.0000   0.0000
  -0.700  -0.0946   0.00000  -0.00227   0.0010   0.0000   0.0000
  -0.600  -0.0811   0.00000  -0.00225   0.0009   0.0000   0.0000
  -0.500  -0.0676   0.00000  -0.00224   0.0007   0.0000   0.0000
  -0.400  -0.0540   0.00000  -0.00223   0.0006   0.0000   0.0000
  -0.300  -0.0405   0.00000  -0.00222   0.0004   0.0000   0.0000
  -0.200  -0.0270   0.00000  -0.00221   0.0003   0.0000   0.0000
  -0.100  -0.0135   0.00000  -0.00221   0.0001   0.0000   0.0000
   0.000   0.0000   0.00000  -0.00221  -0.0000   0.0000   0.0000
